file_name,transcription
data/testza085_01_01_audio_segment_390.wav,"Da waren also auch Leute dabei, die Jura studiert hatten, aber im Grunde genommen gar keine Prüfung bestanden hatten."
data/testza085_01_01_audio_segment_391.wav,Die kriegten dann aber irgendeine Stelle in der Justizverwaltung.
data/testza085_01_01_audio_segment_392.wav,Das hat uns also auch schon nicht gepasst.
data/testza085_01_01_audio_segment_393.wav,Das waren ja nun reine politische Sachen und keine Sachen der Bildung.
data/testza085_01_01_audio_segment_394.wav,"Naja, und da hat sich also auch immer ein bisschen Groll unter uns zusammengezogen, die uns gegen manche Studenten, gegen die mit Disziplinarstrafen vor."
data/testza085_01_01_audio_segment_395.wav,Das gab nämlich also immer mehr Humor und ein bisschen Aufruhr unter den Studenten.
data/testza085_01_01_audio_segment_396.wav,"Es gab welche, die haben eine Studentenzeitschrift Colloquium veranlasst oder rausgegeben."
data/testza085_01_01_audio_segment_397.wav,Das waren insbesondere Sozialdemokraten.
data/testza085_01_01_audio_segment_398.wav,Otto Stolz war einer von denen.
data/testza085_01_01_audio_segment_399.wav,Also damals in der Zeit waren Sozialdemokraten und die SED so gegeneinander.
data/testza085_01_01_audio_segment_400.wav,Sozialdemokraten waren also gute Demokraten und die SED hat eben die ganz andere Bahn betrieben.
data/testza085_01_01_audio_segment_401.wav,Otto Stolz und die anderen Herausgeber wurden dann zwangsexmatrikuliert.
data/testza085_01_01_audio_segment_402.wav,"Die mussten die Universität verlassen und wo sollten sie hin, wenn sie studieren wollten?"
data/testza085_01_01_audio_segment_403.wav,In Berlin gab es ja gar keine anderen Universitäten.
data/testza085_01_01_audio_segment_404.wav,"Das heißt, es gab eine technische Technische Hochschule, die war im Westsektor."
data/testza085_01_01_audio_segment_405.wav,Und zwar im englischen Sektor.
data/testza085_01_01_audio_segment_406.wav,"Da sagten die Engländer, warum sollen die Russen nur eine Universität haben?"
data/testza085_01_01_audio_segment_407.wav,"Wir benennen die Technische Hochschule, benennen wir auch als Universität."
data/testza085_01_01_audio_segment_408.wav,Seitdem gibt es eine TU unter anderem auch noch.
data/testza085_01_01_audio_segment_409.wav,"Naja, ich kriegte auch mein Fett weg."
data/testza085_01_01_audio_segment_410.wav,"Ich sollte auch, weil ich mich ja auch ein bisschen mit den Gegnern der SED angewidert hatte, da kriegten wir kriegte ich auch eine Verwarnung und zwar von einem Professor Dersch,"
data/testza085_01_01_audio_segment_411.wav,der gab Arbeitsrecht.
data/testza085_01_01_audio_segment_412.wav,Mit dem verstand ich mich ganz gut.
data/testza085_01_01_audio_segment_413.wav,"Ich hatte mal ein paar arbeitsrechtliche Arbeiten ganz gut geschrieben, der sagte, tut mir leid, ich habe die Weisung, Ihnen eine Verwarnung auszusprechen,"
data/testza085_01_01_audio_segment_414.wav,das mache ich hiermit und entschieden wir wieder als Freunde.
data/testza085_01_01_audio_segment_415.wav,Aber immerhin funken die dazwischen mit solchen Sachen.
data/testza085_01_01_audio_segment_416.wav,Und das hat uns also schon nicht gepasst.
data/testza085_01_01_audio_segment_417.wav,Und dann kam natürlich noch die Aufsicht durch die russische Wir hatten auch noch russische Kulturoffiziere in unserem Gebäude.
data/testza085_01_01_audio_segment_418.wav,"Es gab drei, einen Oberst Tulpanov, dann einen Major Dünnschütz, den nannten wir immer Dünnschütz natürlich unter uns, und dann ein Hauptmann,"
data/testza085_01_01_audio_segment_419.wav,Sinelnikow.
data/testza085_01_01_audio_segment_420.wav,Der gab nun wieder Vorlesungen über Marx und Hegel.
data/testza085_01_01_audio_segment_421.wav,"Das gehörte zwar nicht zu unserem Studienprogramm, aber die meisten von uns sagten, warum sollen wir das nicht auch mal mitnehmen und das auch hören."
data/testza085_01_01_audio_segment_422.wav,"Der sprach übrigens ein ausgezeichnetes Deutsch, also auch die Fälle und die Schwierigkeiten der deutschen Sprache beherrschte der prima."
data/testza085_01_01_audio_segment_423.wav,Und ich kam auch noch mal ins Gespräch mit ihm.
data/testza085_01_01_audio_segment_424.wav,Ich war nämlich im Studentenrat.
data/testza085_01_01_audio_segment_425.wav,Das war eine relativ demokratische Wahl.
data/testza085_01_01_audio_segment_426.wav,Da war ich einer von den drei Juristen.
data/testza085_01_01_audio_segment_427.wav,Ein Jurist wurde übrigens auch mal Berliner Bürgermeister.
data/testza085_01_01_audio_segment_428.wav,Das war Klaus Schütz.
data/testza085_01_01_audio_segment_429.wav,"Dem fehlte zum Beispiel auch ein Arm, hat er in Italien verloren."
data/testza085_01_01_audio_segment_430.wav,"Ja, wo war ich stehen geblieben?"
data/testza085_01_01_audio_segment_431.wav,"Ja, ach so, der nahm sich mal auch zu sich, der Sinelekow, der so gut Deutsch sprach."
data/testza085_01_01_audio_segment_432.wav,"Ich machte ihm natürlich gleich ein Kompliment, dass er ausgezeichnet Deutsch spreche."
data/testza085_01_01_audio_segment_433.wav,"Da sagte er, ja."
data/testza085_01_01_audio_segment_434.wav,"Ihr Deutschen, ihr habt Goethe und Schiller, habt auch Marx und Hegel und so weiter, wie kommt es bei euch zu Auschwitz?"
data/testza085_01_01_audio_segment_435.wav,Da konnte ich auch nicht drauf antworten.
data/testza085_01_01_audio_segment_436.wav,"Und da sagt er, das ist nun mal so, ich könnte ja nicht sagen, Stalin hat nämlich die große Tschistka, so 1930, 37, 38, da hat er auch zigtausend und zwar von Kommunisten ausgerottet."
data/testza085_01_01_audio_segment_437.wav,"Auch Deutsche und Österreicher, die im Hotel Lux Platz gefunden hatten, da hat er auch welche von ausgesondert."
data/testza085_01_01_audio_segment_438.wav,"Und da sagte er, ja, ich sehe ja, sie ist ganz gut bewandert, sie ist auch im Studentenrat."
data/testza085_01_01_audio_segment_439.wav,Ich habe ja nicht so viel...
data/testza085_01_01_audio_segment_440.wav,Kontakt mit den Studenten.
data/testza085_01_01_audio_segment_441.wav,Sie können sie ja besser.
data/testza085_01_01_audio_segment_442.wav,"Können sie mir nicht mal ab und zu über die Neigung unter den Studenten sprechen, über deren Ansichten und so weiter."
data/testza085_01_01_audio_segment_443.wav,"Da dachte ich mir, Da dachte ich, der gehört ja trapsen."
data/testza085_01_01_audio_segment_444.wav,"Da sagte ich, ja wissen Sie, ich wohne ja im Ostsektor, ich wohnte damals im Bezirk Kreuzberg."
data/testza085_01_01_audio_segment_445.wav,Da komme ich auch nicht so in den Hinricht.
data/testza085_01_01_audio_segment_446.wav,Ich habe ja viel Fahrzeit und so weiter.
data/testza085_01_01_audio_segment_447.wav,Da habe ich das so abgewinkelt.
data/testza085_01_01_audio_segment_448.wav,Das war dann also auch so.
data/testza085_01_01_audio_segment_449.wav,"Dann gab es mal, es gab ja immer noch gesamtdeutsche Kontakte und auch Leute, die mal auf einiges Deutschland wieder hofften."
data/testza085_01_01_audio_segment_450.wav,"Und da gab es also auch mal eine gesamtdeutsche Studenten- Treffen in Frankfurt an der Universität Frankfurt, das verabschiedeten die."
data/testza085_01_01_audio_segment_451.wav,"Und nun haben wir uns gesagt, wenn wir dahin wollen, und wir verschwinden alle auf einmal, das macht die Russen misstrauisch,"
data/testza085_01_01_audio_segment_452.wav,"dann haben wir bei der nächsten, wir mussten also alle halben Jahre Martin-Oberst Tulpanow Bericht erstatten, was die Studenten so machten und was in den Lehrplänen stand."
data/testza085_01_01_audio_segment_453.wav,"Der sprach nur schlechtes Deutsch, der sagte immer, wird auch gelehrt über Aktyabrskaja Revanuzia."
data/testza085_01_01_audio_segment_454.wav,"Wir wussten, das soll Oktoberrevolution heißen."
data/testza085_01_01_audio_segment_455.wav,"Naja, sagt man, das steht noch nicht so sehr auf dem Lehrplan."
data/testza085_01_01_audio_segment_456.wav,Das war also wieder eine Einflussnahme von den Russen.
data/testza085_01_01_audio_segment_457.wav,Die also auch ihr ganzes Gedankengut unter uns verbreiten wollten.
data/testza085_01_01_audio_segment_458.wav,"Und bei so einer Gelegenheit haben wir immer darauf aufmerksam gemacht, dass da eine gesamtdeutsche Studentenversammlung abgehalten wurde."
data/testza085_01_01_audio_segment_459.wav,"Wenn er Gesamtdeutsch hörte, war er ganz sauer und wurde wütend und sagte, Sie haben hier genug, Sie haben genug."
data/testza085_01_01_audio_segment_460.wav,Reise gehabt in Europa.
data/testza085_01_01_audio_segment_461.wav,"Wir wussten gleich, was er meinte."
data/testza085_01_01_audio_segment_462.wav,"Und jetzt bleiben sie hier, hier wird gearbeitet, Westdeutschland ist nichts für sie."
data/testza085_01_01_audio_segment_463.wav,Nun waren der erste Vorsitzende und der zweite Vorsitzende des Studentenrates waren Juden.
data/testza085_01_01_audio_segment_464.wav,Und nun dachten die ja Wahl müssen wir ja auch das Maul aufmachen.
data/testza085_01_01_audio_segment_465.wav,"Und da sagte der erste Vorsitzende, oberst bei allem schuldigen Respekt, ihr sicherlich verständlicher Tadel trifft uns Juden nicht,"
data/testza085_01_01_audio_segment_466.wav,denn wir haben uns in Boden und Keller versteckt.
data/testza085_01_01_audio_segment_467.wav,"Wir hatten also keine Gelegenheit, Hitlers Feldzüge mitzumachen."
data/testza085_01_01_audio_segment_468.wav,"Und er hatte dann also immer deutsche Sprichwörter, das haben die Russen gerne gemacht, gesagt, mitgefangen, mitgehangen,"
data/testza085_01_01_audio_segment_469.wav,"hier wird geblieben, hier wird gearbeitet."
data/testza085_01_01_audio_segment_470.wav,"Das war natürlich auch, hier fiel uns natürlich auch nicht unter so einer Aufsicht zu arbeiten."
data/testza085_01_01_audio_segment_471.wav,Dann kam da Folgendes hinzu.
data/testza085_01_01_audio_segment_472.wav,"Was also auch uns gar nicht passte, sowohl von den Russen als auch von der DDR-Regierung."
data/testza085_01_01_audio_segment_473.wav,Also ich bin katholisch und war in der katholischen Studentengemeinde.
data/testza085_01_01_audio_segment_474.wav,Da haben wir außer Bauarbeiten an der Universität auch Bauarbeiten an der Hedwigskathedrale machen müssen.
data/testza085_01_01_audio_segment_475.wav,Aber da haben uns die Amis ein bisschen verpflegt.
data/testza085_01_01_audio_segment_476.wav,"Da hatten wir also auch Kollegen, die hofften, eine eigene katholische Jugendorganisation aufziehen zu sollen."
data/testza085_01_01_audio_segment_477.wav,"Denn in der Nazizeit, da gab es also für Jungs und Mädchen auch katholische Gemeinschaften."
data/testza085_01_01_audio_segment_478.wav,Das waren die St.
data/testza085_01_01_audio_segment_479.wav,"Georgs-Fahrtfinder, die Mädchen nannten sich Heliant, die zogen auch bei Hochschulen."
data/testza085_01_01_audio_segment_480.wav,Gottesdienste mit ihren Fahnen ein und so weiter.
data/testza085_01_01_audio_segment_481.wav,"Also es war ein ganz hübsches Jugendleben, das sich da auch entfaltete."
data/testza085_01_01_audio_segment_482.wav,"Und die Nazis, so wie sie ihre Hitlerjugend durchsetzen wollten, da sagten die, das gibt es nicht, wir haben nur einen Führer und nur eine Jugend,"
data/testza085_01_01_audio_segment_483.wav,mehrere Jugend gibt es nicht.
data/testza085_01_01_audio_segment_484.wav,Entweder ihr tretet in die HJ ein oder ihr löst euch auf.
data/testza085_01_01_audio_segment_485.wav,Da haben sich also alle katholischen Jugendverbände aufgelöst und wir haben dann manchmal im Pfarrbüro so ein bisschen versteckte Sitzungen abgehalten.
data/testza085_01_01_audio_segment_486.wav,"Und da gab es also auch Leute, die sagten, jetzt gründen die eine freie deutsche Jugend."
data/testza085_01_01_audio_segment_487.wav,"Das heißt doch, dass die deutsche Jugend jetzt frei ist und machen kann, was sie will."
data/testza085_01_01_audio_segment_488.wav,"Und da gab es also welche, die im Rahmen der FDJ eigene Gruppen bildeten."
data/testza085_01_01_audio_segment_489.wav,"Also zum Beispiel, ich kenne da auch welche, Walter Klein, Uschi Rösch."
data/testza085_01_01_audio_segment_490.wav,Dann gab es auch in Leipzig eine große Gruppe davon.
data/testza085_01_01_audio_segment_491.wav,Und die verschwanden auf einmal.
data/testza085_01_01_audio_segment_492.wav,"Ihr wisst ja, wie schnell die Russen Leute verschwinden lassen."
data/testza085_01_01_audio_segment_493.wav,Und da hielten wir es für richtig.
data/testza085_01_01_audio_segment_494.wav,"Mal bei der nächsten Sitzung mit den Russen zu sagen, Herr Oberst, die und die Leute sind unsere Kameraden oder unsere Kollegen und sind nicht mehr auffindbar."
data/testza085_01_01_audio_segment_495.wav,Sie haben doch große Beziehungen und kommen überall an und rum.
data/testza085_01_01_audio_segment_496.wav,"Können Sie mal feststellen, wo die geblieben sind?"
data/testza085_01_01_audio_segment_497.wav,"Natürlich sagten wir, die sind verschwunden, also vielleicht sogar entweder gefangen oder umgebracht worden."
data/testza085_01_01_audio_segment_498.wav,"Und da wurde der Oberst ganz wütend und sagte, das gibt es ja gar nicht."
data/testza085_01_01_audio_segment_499.wav,"Ihr habt ja nicht nach Leuten anzuforschen, die Antifaschisten, die noch faschistisch sind."
data/testza085_01_01_audio_segment_500.wav,"Das kennen wir nicht, wir wissen das nicht."
data/testza085_01_01_audio_segment_501.wav,"Nur wussten wir, was die Glocke geschlagen hatte."
data/testza085_01_01_audio_segment_502.wav,"Und das war dann die Zeit, sowohl die Unterdrückung durch die DDR-Bildungsfritzen und die russische Organisation auch."
data/testza085_01_01_audio_segment_503.wav,Dann haben wir eben gehört.
data/testza085_01_01_audio_segment_504.wav,"Dass es Bewegungen gab, woanders eine Universität zu machen."
data/testza085_01_01_audio_segment_505.wav,Und zwar eben die deswegen freie Universität im amerikanischen Sektor.
data/testza085_01_01_audio_segment_506.wav,"Die haben also sehr viel, die Amerikaner, auch Gebäude zur Verfügung gestellt."
data/testza085_01_01_audio_segment_507.wav,Dann gab es zum Beispiel auch von der Kaiser Wilhelm-Gesellschaft.
data/testza085_01_01_audio_segment_508.wav,Die hatten sich nämlich auch hauptsächlich mit Atomwaffen beschäftigt.
data/testza085_01_01_audio_segment_509.wav,Die Gebäude wurden beschlagnahmt.
data/testza085_01_01_audio_segment_510.wav,Das war in der Inesstraße und in der Boltzmannstraße.
data/testza085_01_01_audio_segment_511.wav,"Und die juristische Fakultät, die kriegte das."
data/testza085_01_01_audio_segment_512.wav,"Wir haben das also, unter uns wurde das also sehr schnell Es kam darauf, dass alle Fakultäten nach und nach Gebäude kriechen und die Amerikaner würden dafür sorgen."
data/testza085_01_01_audio_segment_513.wav,Damals war auch Ernst Reuter Bürgermeister.
data/testza085_01_01_audio_segment_514.wav,"Und den haben die Russen zum Beispiel nicht anerkannt, der wurde frei gewählt."
data/testza085_01_01_audio_segment_515.wav,"Die SED hat den natürlich nicht gewählt, aber die haben, die alle anderen drei Parteien, da gab es also nur die CDU, die SPD und die FDP,"
data/testza085_01_01_audio_segment_516.wav,"die haben also wirklich eine ganz große Koalition, gerade in der Zeit, die hat man gemeinsam gegen die SED-Front gemacht."
data/testza085_01_01_audio_segment_517.wav,"Und die hatten also auch mithilfe der Amerikaner und wie gesagt, Ernst Deuter, der hat sich da auch sehr stark gemacht und gesagt,"
data/testza085_01_01_audio_segment_518.wav,Da werde ich auch Gebäude zur Verfügung stellen.
data/testza085_01_01_audio_segment_519.wav,"Es gab ja viele Nazis, die entweder geflüchtet waren nach Westdeutschland oder auch gleich nach Argentinien."
data/testza085_01_01_audio_segment_520.wav,Denken Sie an Eichmann.
data/testza085_01_01_audio_segment_521.wav,In Argentinien gab es zwei Invasionen.
data/testza085_01_01_audio_segment_522.wav,"Erstmal für die Juden in der Nazi-Zeit und dann die alten Nazis, als die Nazi-Zeit vorbei war."
data/testza085_01_01_audio_segment_523.wav,"Manche hatten auch Selbstmord begangen, auch gerade viel in Potsdam und auch gerade hier in unserer Gegend, wo ich wohnte,"
data/testza085_01_01_audio_segment_524.wav,"wo ich später wurde, Schlachtensee und so weiter."
data/testza085_01_01_audio_segment_525.wav,"Also da gab es genug Gebäude und da habe ich mich also auch, ich habe also nicht etwa nur Stühle und Tische darüber getragen,"
data/testza085_01_01_audio_segment_526.wav,"das haben die Amerikaner schon besorgt, da habe ich mich da gemeldet."
data/testza085_01_01_audio_segment_527.wav,"Denn fünf Semester von Februar 1946 bis zur Währungsreform, das waren gerade fünf Semester, da habe ich noch ein Semester absolvieren können und das Schöne war ja,"
data/testza085_01_01_audio_segment_528.wav,dass mein weiterer Berufsweg auch in West-Berlin erfolgen konnte.
data/testza085_01_01_audio_segment_529.wav,"Ein Semester habe ich also noch bei einem gewissen Professor Brandt, der ist auch mit rübergegangen, Familien- und Erbrecht gehört."
data/testza085_01_01_audio_segment_530.wav,Und dann konnte ich mich natürlich zum Referendarexamen und nicht zum Assessorexamen melden.
data/testza085_01_01_audio_segment_531.wav,"Bei der Westberliner Justizverwaltung und habe da also mein Examen abgelegt, konnte also auch in Westdeutsch und in Westberlin Anwalt werden,"
data/testza085_01_01_audio_segment_532.wav,konnte mein Doktor auch mich zum Doktorexamen auch melden bei der FU und da ging das also die richtige Straße gleich auf die Weise.
data/testza085_01_01_audio_segment_533.wav,"Ja und dann bin ich zunächst mal, nachdem ich Externe hatte, zur Allianz gegangen."
data/testza085_01_01_audio_segment_534.wav,Da hatte ich auch Versicherungen und wurde da Leiter der Kraftschadensabteilung.
data/testza085_01_01_audio_segment_535.wav,Dann ging es eben so weiter.
data/testza085_01_01_audio_segment_536.wav,Dann hat mir das manches bei der Allianz nicht gepasst.
data/testza085_01_01_audio_segment_537.wav,"Dann wurde ich also selber Rechtsanwalt und habe aber von der Allianz auch noch Mandate gekriegt und hatte dann Glück, dass ich mal einen guten Prozess gewonnen hatte beim Deutschen Leut."
data/testza085_01_01_audio_segment_538.wav,"Und der Deutsche Leut war eine Untergesellschaft der Generali, die sind natürlich Italiener."
data/testza085_01_01_audio_segment_539.wav,"Und da haben wir also ganz bis zum Schluss eine ganze Menge Mandate bekommen, wenn die verklagt wurden."
data/testza085_01_01_audio_segment_540.wav,"Die Versicherungen werden im Allgemeinen als knickerig bezeichnet, aber die wollten sich eben nicht immer belügen lassen."
data/testza085_01_01_audio_segment_541.wav,"Es gibt ja die Möglichkeit, dass man schwindelt beim Zusammenkommen."
data/testza085_01_01_audio_segment_542.wav,"Und der nächste Punkt, der zu beachten ist, ist die Höhe des Schadens."
data/testza085_01_01_audio_segment_543.wav,"Auch manche, die spielen dann krank und so weiter, oder sind es auch nicht."
data/testza085_01_01_audio_segment_544.wav,"Und da haben wir eine ganze Menge Mandate, auch Prozesse gekriegt in ganz Brandenburg."
data/testza085_01_01_audio_segment_545.wav,"Also da habe ich auch die Weile, meine Tochter auch, Die Mark Brandenburg kennen wir, da hat alle die Fontanestadt zum Beispiel,"
data/testza085_01_01_audio_segment_546.wav,"Neuropin und alle möglichen kleinen Städtchen, Nauen, Bernau und so."
data/testza085_01_01_audio_segment_547.wav,"Da gibt es also sehr hübsche, nicht nur die Riesgebäude, wie Zossen zum Beispiel auch, die kleinen alten Dorfkirchen, die meistens auf Dorfangern stehen."
data/testza085_01_01_audio_segment_548.wav,Also wirklich landschaftlich schöne Gegenden auch.
data/testza085_01_01_audio_segment_549.wav,"Ja und dass ich hier bin jetzt, verdanke ich Einmal bin ich mal gestürzt und habe mir den Hüftknochen gebrochen."
data/testza085_01_01_audio_segment_550.wav,Und der ist aber ganz gut operiert worden im Hubertus Krankenhaus.
data/testza085_01_01_audio_segment_551.wav,Und es tut mir weiter nicht weh.
data/testza085_01_01_audio_segment_552.wav,Ich war dann aber mal zu Hause mit dem Rollator.
data/testza085_01_01_audio_segment_553.wav,"Deswegen war ich ja gar nicht so scharf drauf, den hier mit runterzunehmen."
data/testza085_01_01_audio_segment_554.wav,Und der ist mir weggerutscht.
data/testza085_01_01_audio_segment_555.wav,"Und ich wollte nach dem Greifen, bin ich hingefallen und habe mir hier das rechte Schultergelenk gebrochen."
data/testza085_01_01_audio_segment_556.wav,"Das war dann so, dass ich hier gelandet bin und fühle mich hier eigentlich auch ganz wohl."
data/testza085_01_01_audio_segment_557.wav,Haben Sie immer in Berlin gelebt?
data/testza085_01_01_audio_segment_558.wav,Wie bitte?
data/testza085_01_01_audio_segment_559.wav,Immer in Berlin gelebt?
data/testza085_01_01_audio_segment_560.wav,"Ja, seitdem ich als Schulkind aus Sachsen mit den Eltern nach Berlin gekommen bin."
data/testza085_01_01_audio_segment_561.wav,Außer natürlich die Kriegszeit.
data/testza085_01_01_audio_segment_562.wav,Der Balkan ist übrigens auch ganz interessant.
data/testza085_01_01_audio_segment_563.wav,Da hat man ja auch die verschiedensten Leute kennengelernt.
data/testza085_01_01_audio_segment_564.wav,"Das sind an sich nette Leute, das war eine Idiotie, dass wir mit den Italienern zusammen da in Griechenland eingefallen sind."
data/testza085_01_01_audio_segment_565.wav,"Kroaten und Serben haben praktisch dieselbe Sprache, sind sich aber spinnefeind."
data/testza085_01_01_audio_segment_566.wav,"Ich weiß nicht, ob Ihnen Vukovar ein Begriff ist."
data/testza085_01_01_audio_segment_567.wav,Das liegt an der Grenze von den beiden und ist wie eine Art Stalingrad geworden.
data/testza085_01_01_audio_segment_568.wav,"In Athen gibt es eine einzige katholische Kirche, eine große Basilika."
data/testza085_01_01_audio_segment_569.wav,"Arios Dionysos war der erste Christ, den der heilige Paulus bekehrt hat."
data/testza085_01_01_audio_segment_570.wav,"Der heilige Paulus war ein ganz guter Erzähler und der auch ein bisschen was drauf hatte, um die Leute zu missionieren."
data/testza085_01_01_audio_segment_571.wav,Der war auch mal in Athen.
data/testza085_01_01_audio_segment_572.wav,"Und in Athen, da hatten die Griechen, die haben ja viele Götter gehabt, die wohnten alle auf dem Olymp bei Larissa."
data/testza085_01_01_audio_segment_573.wav,"Und in Athen, da hatten sie vorsichtshalber ein Altar gebaut, dem unbekannten Gott."
data/testza085_01_01_audio_segment_574.wav,"Und da hat der heilige Paulus darauf geachtet, hingewiesen und gesagt, das habt ihr ganz richtig gemacht, denn der unbekannte Gott ist also der Gott mit Christus und so weiter,"
data/testza085_01_01_audio_segment_575.wav,an den wir glauben.
data/testza085_01_01_audio_segment_576.wav,Nun sind die Athener spöttisch.
data/testza085_01_01_audio_segment_577.wav,"Selbst der Paulus mit seiner Beretsamkeit hat nur einen einzigen zum Christentum begehrt, Und das war Dionysos."
data/testza085_01_01_audio_segment_578.wav,Der wurde dann auch gleich Bischof.
data/testza085_01_01_audio_segment_579.wav,Einen anderen hatten sie nicht.
data/testza085_01_01_audio_segment_580.wav,Und da waren ja auch öfter drin.
data/testza085_01_01_audio_segment_581.wav,"Ich habe mir da manchmal, die hatten also auch noch Namensschilder an den Bänden."
data/testza085_01_01_audio_segment_582.wav,Da war kein griechischer Name dabei.
data/testza085_01_01_audio_segment_583.wav,Nur Franzosen und Italiener.
data/testza085_01_01_audio_segment_584.wav,"Und die katholische Kirche, die da war, also das war wirklich eine große Kathedrale, wurde geteilt."
data/testza085_01_01_audio_segment_585.wav,Die Italiener hatten um 10 Uhr eine Messe und die Deutschen um 11 Uhr.
data/testza085_01_01_audio_segment_586.wav,"Und wenn die ankamen, da waren die Italiener noch lange nicht fertig."
data/testza085_01_01_audio_segment_587.wav,"Nun gibt es in der katholischen Messe eine Wandlung, wo es heißt, das Brot ist Christi Leib."
data/testza085_01_01_audio_segment_588.wav,"Na gut, kann man glauben oder nicht."
data/testza085_01_01_audio_segment_589.wav,"Und wir sagten, die hatten also immer einen Zug von Soldaten am Ausgang."
data/testza085_01_01_audio_segment_590.wav,"Da dachten wir, das heißt, sollen die weggehen, die hindert werden?"
data/testza085_01_01_audio_segment_591.wav,Nee.
data/testza085_01_01_audio_segment_592.wav,Bei dieser Wandlung haben die ihr Gewehr präsentiert.
data/testza085_01_01_audio_segment_593.wav,"Und dann hatten sie auch noch einen Hornisten mit so einem französischen Clairant, der tutete da noch ein bisschen was dazwischen."
data/testza085_01_01_audio_segment_594.wav,Jetzt kann man das auch machen.
data/testza085_01_01_audio_segment_595.wav,"Ich bin übrigens manchmal auch in die orthodoxe Kirche gegangen, auch aus architektonischen Gründen."
data/testza085_01_01_audio_segment_596.wav,"Die haben manchmal ganz wirklich entzückende kleine Kirchlein auf Kreuzungen der Straße, die liegen dann auch so ein bisschen unten drinnen im Tal."
data/testza085_01_01_audio_segment_597.wav,Und das war wirklich auch architektonisch sehr nett.
data/testza085_01_01_audio_segment_598.wav,"Und die Griechen, die Messe dauerte bei denen immer zwei bis drei Stunden."
data/testza085_01_01_audio_segment_599.wav,Das habe ich mir natürlich nicht bis zu Ende angesehen.
data/testza085_01_01_audio_segment_600.wav,Die haben auch keine Orgel und keine Kirchenbänke.
data/testza085_01_01_audio_segment_601.wav,Also die Gläubigen müssen alle mitsingen.
data/testza085_01_01_audio_segment_602.wav,"Und Kirchenbänke gibt es also nicht, die laufen immer ein bisschen rum."
data/testza085_01_01_audio_segment_603.wav,"Und die sind ja sehr kommunikativ, die Griechen, also ich mache es recht gerne."
data/testza085_01_01_audio_segment_604.wav,"Und dann unterhielten die sich untereinander, da liefen hin und her und auf und ab und unterhielten sich und störten dabei auch."
data/testza085_01_01_audio_segment_605.wav,"Und niemand ist zwei oder drei Stunden geblieben, weil die genug hatten, sind sie wieder weggegangen."
data/testza085_01_01_audio_segment_606.wav,"Hier gibt es übrigens ein griechisches Lokal in der spanischen Alleecke, Schopenhauerstraße."
data/testza085_01_01_audio_segment_607.wav,Pikilia heißen die.
data/testza085_01_01_audio_segment_608.wav,Und da gibt es beim Ausländer kriegt man ja immer noch aufs Haus einen Schnaps.
data/testza085_01_01_audio_segment_609.wav,"Die Italiener geben Grappa, die Kroaten Slimowitz, die..."
data/testza085_01_01_audio_segment_610.wav,"Zirken einen Raki und die Griechen, oder jedenfalls dieser hier, der gibt einen Uso zur Begrüßung und zum Abschluss auch noch einen Uso."
data/testza085_01_01_audio_segment_611.wav,"Natürlich, die werden das auf den Preis des ganzen Essens irgendwie aufschlagen, nicht?"
data/testza085_01_01_audio_segment_612.wav,Aber es ist immer eine nette Geste.
data/testza085_01_01_audio_segment_613.wav,"Ja, das stimmt."
data/testza085_01_01_audio_segment_614.wav,Da muss man nur mit dem Auto aufpassen.
data/testza085_01_01_audio_segment_615.wav,"Da ist man ja schon betrunken, bevor man noch einen Wein bestellt hat."
data/testza085_01_01_audio_segment_616.wav,"Ich würde gleich gerne noch mal zu der Studienzeit mehr nachfragen, denn also sowohl das Studium an der Linden Universität wie dann auch das an der Freien Universität,"
data/testza085_01_01_audio_segment_617.wav,"dieses erste Semester, das interessiert uns natürlich besonders und vielleicht können wir da einfach noch mal genauer hinschauen."
data/testza085_01_01_audio_segment_618.wav,Das war das letzte Semester meiner ganzen Studienzeit und das erste und einzige an der FU.
data/testza085_01_01_audio_segment_619.wav,"Genau, waren Sie ja eigentlich nur ein Semester, aber eben das entscheidende erste."
data/testza085_01_01_audio_segment_620.wav,"Ja, ja, ja."
data/testza085_01_01_audio_segment_621.wav,Wo sich alles erst so langsam einspiegelte.
data/testza085_01_01_audio_segment_622.wav,Was heißt das?
data/testza085_01_01_audio_segment_623.wav,Na also...
data/testza085_01_01_audio_segment_624.wav,"Wenn eine Universität neu gegründet wird, das ist ja nicht, als ob ein grünen Kramladen neu gegründet wird, sondern da müssen Bücher beschafft werden,"
data/testza085_01_01_audio_segment_625.wav,"da muss Einrichtung beschafft werden, da müssen Professoren beschafft werden."
data/testza085_01_01_audio_segment_626.wav,Dann brauchen wir ja auch Verwaltungspersonal.
data/testza085_01_01_audio_segment_627.wav,"Aber das hat so funktioniert, dass Sie da das letzte Semester direkt machen konnten."
data/testza085_01_01_audio_segment_628.wav,"Ja, und damit konnte ich mein Studium abschließen."
data/testza085_01_01_audio_segment_629.wav,Und dann konnte ich auch zu meinen Prüfungen zugelassen werden.
data/testza085_01_01_audio_segment_630.wav,Konnte ich auch zu...
data/testza085_01_01_audio_segment_631.wav,Als Doktor mich promovieren lassen.
data/testza085_01_01_audio_segment_632.wav,"Also die Doktor machen, das konnte ich schon an der Humboldt-Universität anfangen."
data/testza085_01_01_audio_segment_633.wav,"Mein Doktorvater war auch ein jüdischer Professor, Auerbach."
